"variant","subvariant","var1","var2","correlation","lower_ci","upper_ci","n_obs","dataset"
"Omicron","BA.4 BA.5","viral_load","log_inf",0.874656586480537,0.75399794723991,0.938219295830284,31,"usa by subvariant"
"Omicron","BA.4 BA.5","hosp_current","log_inf",0.854520845512958,0.717401003206631,0.927901851056833,31,"usa by subvariant"
"Omicron","BA.4 BA.5","hosp_new","log_inf",0.907132263315,0.814644506918955,0.954624897417849,31,"usa by subvariant"
"Omicron","BA.4 BA.5","deaths","log_inf",0.761351417844749,0.557375032681083,0.878652864304811,31,"usa by subvariant"
"Omicron","BA.4 BA.5","log_viral_load","log_inf",0.859947529905472,0.727190128028685,0.930693562757009,31,"usa by subvariant"
"Omicron","BA.4 BA.5","lead1_viral_load","log_inf",0.836004612502393,0.684402473672164,0.918313986087171,31,"usa by subvariant"
"Omicron","BA.4 BA.5","lead2_viral_load","log_inf",0.719962139811295,0.490836087813199,0.855943530559153,31,"usa by subvariant"
"Omicron","BA.4 BA.5","lead3_viral_load","log_inf",0.557877732610526,0.253679471205163,0.761657910437865,31,"usa by subvariant"
"Omicron","BA.4 BA.5","lead4_viral_load","log_inf",0.315772203476597,-0.0434337894593535,0.602682535217016,31,"usa by subvariant"
"Omicron","BA.4 BA.5","lag1_viral_load","log_inf",0.832358866860243,0.677977609512304,0.916414739282881,31,"usa by subvariant"
"Omicron","BA.4 BA.5","lag2_viral_load","log_inf",0.715795162754254,0.484281989492473,0.853627767013899,31,"usa by subvariant"
"Omicron","BA.4 BA.5","lag3_viral_load","log_inf",0.632936759552759,0.359137581455237,0.80642003163117,31,"usa by subvariant"
"Omicron","BA.4 BA.5","lag4_viral_load","log_inf",0.543159892491684,0.233815486603456,0.752646643125831,31,"usa by subvariant"
"Omicron","BA.4 BA.5","log_lag1_viral_load","log_inf",0.820229437178331,0.65677047090945,0.910068560286366,31,"usa by subvariant"
"Omicron","BA.4 BA.5","log_hosp","log_inf",0.913630508499772,0.82702744434217,0.957873341228169,31,"usa by subvariant"
"Omicron","BA.4 BA.5","log_cases","log_inf",0.55958231769865,0.2559967692957,0.76269650556287,31,"usa by subvariant"
"Omicron","BA.4 BA.5","inf_mean","log_cases",0.495615471892415,0.171364294042379,0.722990405515895,31,"usa by subvariant"
"Omicron","BA.4 BA.5","daily_cases","log_cases",0.966227439235233,0.930446673906958,0.983756161115257,31,"usa by subvariant"
"Omicron","BA.4 BA.5","inf_mean_7dts","log_cases",0.533285180755813,0.22063124613125,0.746556357292727,31,"usa by subvariant"
"Omicron","BA.4 BA.5","daily_cases_7dts","log_cases",0.991926817054775,0.98314011262568,0.996143145611749,31,"usa by subvariant"
"Omicron","BA.4 BA.5","viral_load","log_cases",0.794788089932406,0.613113077228373,0.896619248903553,31,"usa by subvariant"
"Omicron","BA.4 BA.5","hosp_current","log_cases",0.528292358062746,0.214008276724227,0.743463340107954,31,"usa by subvariant"
"Omicron","BA.4 BA.5","hosp_new","log_cases",0.677818333384728,0.425723494392242,0.832268316675081,31,"usa by subvariant"
"Omicron","BA.4 BA.5","deaths","log_cases",0.289474673525323,-0.0722860865136361,0.583925088475641,31,"usa by subvariant"
"Omicron","BA.4 BA.5","log_viral_load","log_cases",0.820455036746833,0.657162564269837,0.910186980858934,31,"usa by subvariant"
"Omicron","BA.4 BA.5","lead1_viral_load","log_cases",0.671422909113126,0.416065508197401,0.828625627676754,31,"usa by subvariant"
"Omicron","BA.4 BA.5","lead2_viral_load","log_cases",0.508963728305622,0.18863847282208,0.731401968522475,31,"usa by subvariant"
"Omicron","BA.4 BA.5","lead3_viral_load","log_cases",0.308804467816074,-0.051137225643774,0.597743287119307,31,"usa by subvariant"
"Omicron","BA.4 BA.5","lead4_viral_load","log_cases",0.178005718549135,-0.188211939111576,0.500765680786563,31,"usa by subvariant"
"Omicron","BA.4 BA.5","lag1_viral_load","log_cases",0.824310038370123,0.663876264650138,0.912208264111049,31,"usa by subvariant"
"Omicron","BA.4 BA.5","lag2_viral_load","log_cases",0.820431602997892,0.657121832164596,0.910174680817907,31,"usa by subvariant"
"Omicron","BA.4 BA.5","lag3_viral_load","log_cases",0.688171125290574,0.441480365168948,0.838136898330138,31,"usa by subvariant"
"Omicron","BA.4 BA.5","lag4_viral_load","log_cases",0.515751875315425,0.197499813149312,0.735653794479133,31,"usa by subvariant"
"Omicron","BA.4 BA.5","log_lag1_viral_load","log_cases",0.849785014631353,0.708902117989578,0.925458800215245,31,"usa by subvariant"
"Omicron","BA.4 BA.5","log_hosp","log_cases",0.676293611842265,0.423415724882964,0.831401078885427,31,"usa by subvariant"
"Omicron","BA.4 BA.5","log_inf","log_cases",0.55958231769865,0.2559967692957,0.76269650556287,31,"usa by subvariant"
"Omicron","XBB","hosp_current","viral_load",0.838543336581818,0.727815494757702,0.906659256353104,48,"usa by subvariant"
"Omicron","XBB","hosp_new","viral_load",0.921031431312779,0.862648138342027,0.955195054435047,48,"usa by subvariant"
"Omicron","XBB","deaths","viral_load",0.763924340475683,0.612799743750376,0.861143210690695,48,"usa by subvariant"
"Omicron","XBB","log_viral_load","viral_load",0.964976924285821,0.938035563807254,0.980323446708777,48,"usa by subvariant"
"Omicron","XBB","lead1_viral_load","viral_load",0.964270862674287,0.936803835050371,0.979923608399506,48,"usa by subvariant"
"Omicron","XBB","lead2_viral_load","viral_load",0.895692873831522,0.820328308182129,0.940478893778935,48,"usa by subvariant"
"Omicron","XBB","lead3_viral_load","viral_load",0.811291649344111,0.68507575570588,0.890218105539143,48,"usa by subvariant"
"Omicron","XBB","lead4_viral_load","viral_load",0.693830910661726,0.510292899775705,0.816919135103624,48,"usa by subvariant"
"Omicron","XBB","lag1_viral_load","viral_load",0.958448943162136,0.926673350303702,0.976621885130007,48,"usa by subvariant"
"Omicron","XBB","lag2_viral_load","viral_load",0.852007247276918,0.749253717106472,0.914706479247027,48,"usa by subvariant"
"Omicron","XBB","lag3_viral_load","viral_load",0.699721091859606,0.518710748493131,0.820691981150107,48,"usa by subvariant"
"Omicron","XBB","lag4_viral_load","viral_load",0.60614376063045,0.389001678470747,0.759478770980328,48,"usa by subvariant"
"Omicron","XBB","log_lag1_viral_load","viral_load",0.925496187358096,0.870190741478335,0.95777071474901,48,"usa by subvariant"
"Omicron","XBB","log_hosp","viral_load",0.921031152035664,0.862647667351752,0.955194893161668,48,"usa by subvariant"
"Omicron","XBB","viral_load","hosp_current",0.838543336581818,0.727815494757702,0.906659256353104,48,"usa by subvariant"
"Omicron","XBB","hosp_new","hosp_current",0.97937428770707,0.963301197411003,0.988449212284842,48,"usa by subvariant"
"Omicron","XBB","deaths","hosp_current",0.98505277664756,0.97334519797454,0.991639825614443,48,"usa by subvariant"
"Omicron","XBB","log_viral_load","hosp_current",0.841431220020616,0.732395633813759,0.908389496796223,48,"usa by subvariant"
"Omicron","XBB","lead1_viral_load","hosp_current",0.748384844896467,0.589626890617149,0.851464196878761,48,"usa by subvariant"
"Omicron","XBB","lead2_viral_load","hosp_current",0.637188146097824,0.431099197438036,0.780091835784413,48,"usa by subvariant"
"Omicron","XBB","lead3_viral_load","hosp_current",0.533759083430838,0.294245315409699,0.710189828766632,48,"usa by subvariant"
"Omicron","XBB","lead4_viral_load","hosp_current",0.429028037058053,0.165002894855622,0.635676273291086,48,"usa by subvariant"
"Omicron","XBB","lag1_viral_load","hosp_current",0.903389547459168,0.833096411117008,0.944966808535956,48,"usa by subvariant"
"Omicron","XBB","lag2_viral_load","hosp_current",0.947956526890647,0.908531757661808,0.970649702256012,48,"usa by subvariant"
"Omicron","XBB","lag3_viral_load","hosp_current",0.942924142976805,0.899883096915117,0.967775352075742,48,"usa by subvariant"
"Omicron","XBB","lag4_viral_load","hosp_current",0.902236135752745,0.831178219007062,0.944295251775291,48,"usa by subvariant"
"Omicron","XBB","log_lag1_viral_load","hosp_current",0.879482498189241,0.793680254328307,0.930975285606036,48,"usa by subvariant"
"Omicron","XBB","log_hosp","hosp_current",0.936377846611193,0.888683056046127,0.964026583256795,48,"usa by subvariant"
"Omicron","XBB","viral_load","hosp_new",0.921031431312779,0.862648138342027,0.955195054435047,48,"usa by subvariant"
"Omicron","XBB","hosp_current","hosp_new",0.97937428770707,0.963301197411003,0.988449212284842,48,"usa by subvariant"
"Omicron","XBB","deaths","hosp_new",0.938699682872763,0.892648976828718,0.965357454144375,48,"usa by subvariant"
"Omicron","XBB","log_viral_load","hosp_new",0.923730902920379,0.867205430045974,0.956752963593022,48,"usa by subvariant"
"Omicron","XBB","lead1_viral_load","hosp_new",0.847310161000348,0.741750135214357,0.911904721654989,48,"usa by subvariant"
"Omicron","XBB","lead2_viral_load","hosp_new",0.747027119324181,0.587614559126796,0.850615167298133,48,"usa by subvariant"
"Omicron","XBB","lead3_viral_load","hosp_new",0.650237308460394,0.449066363731706,0.788664682337931,48,"usa by subvariant"
"Omicron","XBB","lead4_viral_load","hosp_new",0.546282572066724,0.310309314802073,0.718843012347399,48,"usa by subvariant"
"Omicron","XBB","lag1_viral_load","hosp_new",0.953559611874637,0.91820114034913,0.973842410676177,48,"usa by subvariant"
"Omicron","XBB","lag2_viral_load","hosp_new",0.949243243159953,0.910748546647871,0.971383597601753,48,"usa by subvariant"
"Omicron","XBB","lag3_viral_load","hosp_new",0.892238304605562,0.814621807504285,0.938459449823768,48,"usa by subvariant"
"Omicron","XBB","lag4_viral_load","hosp_new",0.826229045490333,0.70839545998185,0.899255487648469,48,"usa by subvariant"
"Omicron","XBB","log_lag1_viral_load","hosp_new",0.936544352328967,0.888967226576089,0.964122070092985,48,"usa by subvariant"
"Omicron","XBB","log_hosp","hosp_new",0.977305291784213,0.959652751043048,0.987284687759808,48,"usa by subvariant"
"Omicron","XBB","viral_load","deaths",0.763924340475683,0.612799743750376,0.861143210690695,48,"usa by subvariant"
"Omicron","XBB","hosp_current","deaths",0.98505277664756,0.97334519797454,0.991639825614443,48,"usa by subvariant"
"Omicron","XBB","hosp_new","deaths",0.938699682872763,0.892648976828718,0.965357454144375,48,"usa by subvariant"
"Omicron","XBB","log_viral_load","deaths",0.767793955880126,0.618610906590688,0.863542548396585,48,"usa by subvariant"
"Omicron","XBB","lead1_viral_load","deaths",0.670235833001351,0.476921375127286,0.801699383751438,48,"usa by subvariant"
"Omicron","XBB","lead2_viral_load","deaths",0.562822836779798,0.331734232869635,0.730190245709397,48,"usa by subvariant"
"Omicron","XBB","lead3_viral_load","deaths",0.467772815856635,0.211781677310925,0.663698434441789,48,"usa by subvariant"
"Omicron","XBB","lead4_viral_load","deaths",0.371627604659396,0.0978168572150291,0.593135599725707,48,"usa by subvariant"
"Omicron","XBB","lag1_viral_load","deaths",0.841056392264541,0.731800604928225,0.908165052706698,48,"usa by subvariant"
"Omicron","XBB","lag2_viral_load","deaths",0.913965797135408,0.850764527364721,0.951108379847078,48,"usa by subvariant"
"Omicron","XBB","lag3_viral_load","deaths",0.949753290933611,0.911627884935487,0.971674393020221,48,"usa by subvariant"
"Omicron","XBB","lag4_viral_load","deaths",0.941346126783471,0.897178070293046,0.966872699815303,48,"usa by subvariant"
"Omicron","XBB","log_lag1_viral_load","deaths",0.819142274342363,0.697299691944762,0.894975627450728,48,"usa by subvariant"
"Omicron","XBB","log_hosp","deaths",0.888532047375247,0.808516214743597,0.936289356472903,48,"usa by subvariant"
"Omicron","XBB","viral_load","log_viral_load",0.964976924285821,0.938035563807254,0.980323446708777,48,"usa by subvariant"
"Omicron","XBB","hosp_current","log_viral_load",0.841431220020616,0.732395633813759,0.908389496796223,48,"usa by subvariant"
"Omicron","XBB","hosp_new","log_viral_load",0.923730902920379,0.867205430045974,0.956752963593022,48,"usa by subvariant"
"Omicron","XBB","deaths","log_viral_load",0.767793955880126,0.618610906590688,0.863542548396585,48,"usa by subvariant"
"Omicron","XBB","lead1_viral_load","log_viral_load",0.911574174240377,0.846756670983874,0.949722142607303,48,"usa by subvariant"
"Omicron","XBB","lead2_viral_load","log_viral_load",0.82919610081021,0.713058344136967,0.901043216210683,48,"usa by subvariant"
"Omicron","XBB","lead3_viral_load","log_viral_load",0.75105748425037,0.593593867819672,0.853133907120631,48,"usa by subvariant"
"Omicron","XBB","lead4_viral_load","log_viral_load",0.658706637913113,0.460815354849307,0.79420008113493,48,"usa by subvariant"
"Omicron","XBB","lag1_viral_load","log_viral_load",0.950648705077232,0.913172451508077,0.972184738276469,48,"usa by subvariant"
"Omicron","XBB","lag2_viral_load","log_viral_load",0.866512379480339,0.772593348203206,0.92332074221524,48,"usa by subvariant"
"Omicron","XBB","lag3_viral_load","log_viral_load",0.735326279519654,0.57035368734802,0.843275797854186,48,"usa by subvariant"
"Omicron","XBB","lag4_viral_load","log_viral_load",0.644612063446881,0.441301059352524,0.784975680480614,48,"usa by subvariant"
"Omicron","XBB","log_lag1_viral_load","log_viral_load",0.971704385003144,0.949805902733109,0.984126860244892,48,"usa by subvariant"
"Omicron","XBB","log_hosp","log_viral_load",0.962645288505917,0.933970597206985,0.979002576947765,48,"usa by subvariant"
"Omicron","XBB","viral_load","lead1_viral_load",0.964270862674287,0.936803835050371,0.979923608399506,48,"usa by subvariant"
"Omicron","XBB","hosp_current","lead1_viral_load",0.748384844896467,0.589626890617149,0.851464196878761,48,"usa by subvariant"
"Omicron","XBB","hosp_new","lead1_viral_load",0.847310161000348,0.741750135214357,0.911904721654989,48,"usa by subvariant"
"Omicron","XBB","deaths","lead1_viral_load",0.670235833001351,0.476921375127286,0.801699383751438,48,"usa by subvariant"
"Omicron","XBB","log_viral_load","lead1_viral_load",0.911574174240377,0.846756670983874,0.949722142607303,48,"usa by subvariant"
"Omicron","XBB","lead2_viral_load","lead1_viral_load",0.971019692047213,0.948605126045834,0.983740285558669,48,"usa by subvariant"
"Omicron","XBB","lead3_viral_load","lead1_viral_load",0.911989704188078,0.84745248393987,0.949963100308269,48,"usa by subvariant"
"Omicron","XBB","lead4_viral_load","lead1_viral_load",0.811003347536055,0.684628199940236,0.890043064688674,48,"usa by subvariant"
"Omicron","XBB","lag1_viral_load","lead1_viral_load",0.878208650452316,0.791600052742636,0.930225501499717,48,"usa by subvariant"
"Omicron","XBB","lag2_viral_load","lead1_viral_load",0.746910826665332,0.587442289438686,0.850542420623212,48,"usa by subvariant"
"Omicron","XBB","lag3_viral_load","lead1_viral_load",0.582333552372206,0.35731704074803,0.743457673980972,48,"usa by subvariant"
"Omicron","XBB","lag4_viral_load","lead1_viral_load",0.483344501271648,0.230918613445979,0.674807829580012,48,"usa by subvariant"
"Omicron","XBB","log_lag1_viral_load","lead1_viral_load",0.839922621698381,0.730001788279265,0.907485924332981,48,"usa by subvariant"
"Omicron","XBB","log_hosp","lead1_viral_load",0.84136926902377,0.732297276798533,0.908352403658822,48,"usa by subvariant"
"Omicron","XBB","viral_load","lead2_viral_load",0.895692873831522,0.820328308182129,0.940478893778935,48,"usa by subvariant"
"Omicron","XBB","hosp_current","lead2_viral_load",0.637188146097824,0.431099197438036,0.780091835784413,48,"usa by subvariant"
"Omicron","XBB","hosp_new","lead2_viral_load",0.747027119324181,0.587614559126796,0.850615167298133,48,"usa by subvariant"
"Omicron","XBB","deaths","lead2_viral_load",0.562822836779798,0.331734232869635,0.730190245709397,48,"usa by subvariant"
"Omicron","XBB","log_viral_load","lead2_viral_load",0.82919610081021,0.713058344136967,0.901043216210683,48,"usa by subvariant"
"Omicron","XBB","lead1_viral_load","lead2_viral_load",0.971019692047213,0.948605126045834,0.983740285558669,48,"usa by subvariant"
"Omicron","XBB","lead3_viral_load","lead2_viral_load",0.970833975923497,0.948279538601728,0.983635410711659,48,"usa by subvariant"
"Omicron","XBB","lead4_viral_load","lead2_viral_load",0.889406221602764,0.809954756113214,0.936801533087275,48,"usa by subvariant"
"Omicron","XBB","lag1_viral_load","lead2_viral_load",0.778812857354962,0.635248346818,0.870351102871549,48,"usa by subvariant"
"Omicron","XBB","lag2_viral_load","lead2_viral_load",0.62800951545508,0.418558454385792,0.774029476495432,48,"usa by subvariant"
"Omicron","XBB","lag3_viral_load","lead2_viral_load",0.458495531797079,0.200472850134201,0.657038343710661,48,"usa by subvariant"
"Omicron","XBB","lag4_viral_load","lead2_viral_load",0.364818500514753,0.0900091623099925,0.588005807725446,48,"usa by subvariant"
"Omicron","XBB","log_lag1_viral_load","lead2_viral_load",0.736797524818578,0.572516063553759,0.844200856702177,48,"usa by subvariant"
"Omicron","XBB","log_hosp","lead2_viral_load",0.738038726320736,0.574342109858884,0.844980776213111,48,"usa by subvariant"
"Omicron","XBB","viral_load","lead3_viral_load",0.811291649344111,0.68507575570588,0.890218105539143,48,"usa by subvariant"
"Omicron","XBB","hosp_current","lead3_viral_load",0.533759083430838,0.294245315409699,0.710189828766632,48,"usa by subvariant"
"Omicron","XBB","hosp_new","lead3_viral_load",0.650237308460394,0.449066363731706,0.788664682337931,48,"usa by subvariant"
"Omicron","XBB","deaths","lead3_viral_load",0.467772815856635,0.211781677310925,0.663698434441789,48,"usa by subvariant"
"Omicron","XBB","log_viral_load","lead3_viral_load",0.75105748425037,0.593593867819672,0.853133907120631,48,"usa by subvariant"
"Omicron","XBB","lead1_viral_load","lead3_viral_load",0.911989704188078,0.84745248393987,0.949963100308269,48,"usa by subvariant"
"Omicron","XBB","lead2_viral_load","lead3_viral_load",0.970833975923497,0.948279538601728,0.983635410711659,48,"usa by subvariant"
"Omicron","XBB","lead4_viral_load","lead3_viral_load",0.96104747692664,0.931189255965971,0.9780966241516,48,"usa by subvariant"
"Omicron","XBB","lag1_viral_load","lead3_viral_load",0.673084919371778,0.480921588946422,0.803546250302884,48,"usa by subvariant"
"Omicron","XBB","lag2_viral_load","lead3_viral_load",0.50688637537702,0.260226215162598,0.691440279326395,48,"usa by subvariant"
"Omicron","XBB","lag3_viral_load","lead3_viral_load",0.355318966629021,0.0791726163707522,0.58081899744343,48,"usa by subvariant"
"Omicron","XBB","lag4_viral_load","lead3_viral_load",0.264197335284414,-0.0215608481180349,0.510048194537199,48,"usa by subvariant"
"Omicron","XBB","log_lag1_viral_load","lead3_viral_load",0.640358569834836,0.435449520625022,0.782179640538227,48,"usa by subvariant"
"Omicron","XBB","log_hosp","lead3_viral_load",0.645378551438682,0.442357360045519,0.785478925113859,48,"usa by subvariant"
"Omicron","XBB","viral_load","lead4_viral_load",0.693830910661726,0.510292899775705,0.816919135103624,48,"usa by subvariant"
"Omicron","XBB","hosp_current","lead4_viral_load",0.429028037058053,0.165002894855622,0.635676273291086,48,"usa by subvariant"
"Omicron","XBB","hosp_new","lead4_viral_load",0.546282572066724,0.310309314802073,0.718843012347399,48,"usa by subvariant"
"Omicron","XBB","deaths","lead4_viral_load",0.371627604659396,0.0978168572150291,0.593135599725707,48,"usa by subvariant"
"Omicron","XBB","log_viral_load","lead4_viral_load",0.658706637913113,0.460815354849307,0.79420008113493,48,"usa by subvariant"
"Omicron","XBB","lead1_viral_load","lead4_viral_load",0.811003347536055,0.684628199940236,0.890043064688674,48,"usa by subvariant"
"Omicron","XBB","lead2_viral_load","lead4_viral_load",0.889406221602764,0.809954756113214,0.936801533087275,48,"usa by subvariant"
"Omicron","XBB","lead3_viral_load","lead4_viral_load",0.96104747692664,0.931189255965971,0.9780966241516,48,"usa by subvariant"
"Omicron","XBB","lag1_viral_load","lead4_viral_load",0.542751865135285,0.305766760806795,0.716408848796604,48,"usa by subvariant"
"Omicron","XBB","lag2_viral_load","lead4_viral_load",0.38950949657161,0.118482976636284,0.606522230325117,48,"usa by subvariant"
"Omicron","XBB","lag3_viral_load","lead4_viral_load",0.259126871530433,-0.0270007812992097,0.506009899708663,48,"usa by subvariant"
"Omicron","XBB","lag4_viral_load","lead4_viral_load",0.171320503680126,-0.118592066537234,0.434317995333989,48,"usa by subvariant"
"Omicron","XBB","log_lag1_viral_load","lead4_viral_load",0.534005163072882,0.294559666030614,0.710360374057011,48,"usa by subvariant"
"Omicron","XBB","log_hosp","lead4_viral_load",0.549787986774151,0.314830014127205,0.721255559946184,48,"usa by subvariant"
"Omicron","XBB","viral_load","lag1_viral_load",0.958448943162136,0.926673350303702,0.976621885130007,48,"usa by subvariant"
"Omicron","XBB","hosp_current","lag1_viral_load",0.903389547459168,0.833096411117008,0.944966808535956,48,"usa by subvariant"
"Omicron","XBB","hosp_new","lag1_viral_load",0.953559611874637,0.91820114034913,0.973842410676177,48,"usa by subvariant"
"Omicron","XBB","deaths","lag1_viral_load",0.841056392264541,0.731800604928225,0.908165052706698,48,"usa by subvariant"
"Omicron","XBB","log_viral_load","lag1_viral_load",0.950648705077232,0.913172451508077,0.972184738276469,48,"usa by subvariant"
"Omicron","XBB","lead1_viral_load","lag1_viral_load",0.878208650452316,0.791600052742636,0.930225501499717,48,"usa by subvariant"
"Omicron","XBB","lead2_viral_load","lag1_viral_load",0.778812857354962,0.635248346818,0.870351102871549,48,"usa by subvariant"
"Omicron","XBB","lead3_viral_load","lag1_viral_load",0.673084919371778,0.480921588946422,0.803546250302884,48,"usa by subvariant"
"Omicron","XBB","lead4_viral_load","lag1_viral_load",0.542751865135285,0.305766760806795,0.716408848796604,48,"usa by subvariant"
"Omicron","XBB","lag2_viral_load","lag1_viral_load",0.943378511428488,0.900662587304238,0.968035140240187,48,"usa by subvariant"
"Omicron","XBB","lag3_viral_load","lag1_viral_load",0.816754721377636,0.693574601285931,0.893530580124228,48,"usa by subvariant"
"Omicron","XBB","lag4_viral_load","lag1_viral_load",0.727543890738998,0.558953362605973,0.838371888335652,48,"usa by subvariant"
"Omicron","XBB","log_lag1_viral_load","lag1_viral_load",0.97352964895684,0.95301010573298,0.985156820685852,48,"usa by subvariant"
"Omicron","XBB","log_hosp","lag1_viral_load",0.958643039869044,0.927010347810885,0.976732099469429,48,"usa by subvariant"
"Omicron","XBB","viral_load","lag2_viral_load",0.852007247276918,0.749253717106472,0.914706479247027,48,"usa by subvariant"
"Omicron","XBB","hosp_current","lag2_viral_load",0.947956526890647,0.908531757661808,0.970649702256012,48,"usa by subvariant"
"Omicron","XBB","hosp_new","lag2_viral_load",0.949243243159953,0.910748546647871,0.971383597601753,48,"usa by subvariant"
"Omicron","XBB","deaths","lag2_viral_load",0.913965797135408,0.850764527364721,0.951108379847078,48,"usa by subvariant"
"Omicron","XBB","log_viral_load","lag2_viral_load",0.866512379480339,0.772593348203206,0.92332074221524,48,"usa by subvariant"
"Omicron","XBB","lead1_viral_load","lag2_viral_load",0.746910826665332,0.587442289438686,0.850542420623212,48,"usa by subvariant"
"Omicron","XBB","lead2_viral_load","lag2_viral_load",0.62800951545508,0.418558454385792,0.774029476495432,48,"usa by subvariant"
"Omicron","XBB","lead3_viral_load","lag2_viral_load",0.50688637537702,0.260226215162598,0.691440279326395,48,"usa by subvariant"
"Omicron","XBB","lead4_viral_load","lag2_viral_load",0.38950949657161,0.118482976636284,0.606522230325117,48,"usa by subvariant"
"Omicron","XBB","lag1_viral_load","lag2_viral_load",0.943378511428488,0.900662587304238,0.968035140240187,48,"usa by subvariant"
"Omicron","XBB","lag3_viral_load","lag2_viral_load",0.942677074871889,0.899459355376099,0.967634067047807,48,"usa by subvariant"
"Omicron","XBB","lag4_viral_load","lag2_viral_load",0.853254987171719,0.751251422491167,0.915449729790938,48,"usa by subvariant"
"Omicron","XBB","log_lag1_viral_load","lag2_viral_load",0.928579597199757,0.87541492259492,0.959546475643031,48,"usa by subvariant"
"Omicron","XBB","log_hosp","lag2_viral_load",0.941751277385263,0.897872261200924,0.967104513820576,48,"usa by subvariant"
"Omicron","XBB","viral_load","lag3_viral_load",0.699721091859606,0.518710748493131,0.820691981150107,48,"usa by subvariant"
"Omicron","XBB","hosp_current","lag3_viral_load",0.942924142976805,0.899883096915117,0.967775352075742,48,"usa by subvariant"
"Omicron","XBB","hosp_new","lag3_viral_load",0.892238304605562,0.814621807504285,0.938459449823768,48,"usa by subvariant"
"Omicron","XBB","deaths","lag3_viral_load",0.949753290933611,0.911627884935487,0.971674393020221,48,"usa by subvariant"
"Omicron","XBB","log_viral_load","lag3_viral_load",0.735326279519654,0.57035368734802,0.843275797854186,48,"usa by subvariant"
"Omicron","XBB","lead1_viral_load","lag3_viral_load",0.582333552372206,0.35731704074803,0.743457673980972,48,"usa by subvariant"
"Omicron","XBB","lead2_viral_load","lag3_viral_load",0.458495531797079,0.200472850134201,0.657038343710661,48,"usa by subvariant"
"Omicron","XBB","lead3_viral_load","lag3_viral_load",0.355318966629021,0.0791726163707522,0.58081899744343,48,"usa by subvariant"
"Omicron","XBB","lead4_viral_load","lag3_viral_load",0.259126871530433,-0.0270007812992097,0.506009899708663,48,"usa by subvariant"
"Omicron","XBB","lag1_viral_load","lag3_viral_load",0.816754721377636,0.693574601285931,0.893530580124228,48,"usa by subvariant"
"Omicron","XBB","lag2_viral_load","lag3_viral_load",0.942677074871889,0.899459355376099,0.967634067047807,48,"usa by subvariant"
"Omicron","XBB","lag4_viral_load","lag3_viral_load",0.953258332676669,0.917680141168518,0.973670941490957,48,"usa by subvariant"
"Omicron","XBB","log_lag1_viral_load","lag3_viral_load",0.815759684103855,0.692024073745954,0.892927871868405,48,"usa by subvariant"
"Omicron","XBB","log_hosp","lag3_viral_load",0.867141772153105,0.773611857842236,0.923693234355932,48,"usa by subvariant"
"Omicron","XBB","viral_load","lag4_viral_load",0.60614376063045,0.389001678470747,0.759478770980328,48,"usa by subvariant"
"Omicron","XBB","hosp_current","lag4_viral_load",0.902236135752745,0.831178219007062,0.944295251775291,48,"usa by subvariant"
"Omicron","XBB","hosp_new","lag4_viral_load",0.826229045490333,0.70839545998185,0.899255487648469,48,"usa by subvariant"
"Omicron","XBB","deaths","lag4_viral_load",0.941346126783471,0.897178070293046,0.966872699815303,48,"usa by subvariant"
"Omicron","XBB","log_viral_load","lag4_viral_load",0.644612063446881,0.441301059352524,0.784975680480614,48,"usa by subvariant"
"Omicron","XBB","lead1_viral_load","lag4_viral_load",0.483344501271648,0.230918613445979,0.674807829580012,48,"usa by subvariant"
"Omicron","XBB","lead2_viral_load","lag4_viral_load",0.364818500514753,0.0900091623099925,0.588005807725446,48,"usa by subvariant"
"Omicron","XBB","lead3_viral_load","lag4_viral_load",0.264197335284414,-0.0215608481180349,0.510048194537199,48,"usa by subvariant"
"Omicron","XBB","lead4_viral_load","lag4_viral_load",0.171320503680126,-0.118592066537234,0.434317995333989,48,"usa by subvariant"
"Omicron","XBB","lag1_viral_load","lag4_viral_load",0.727543890738998,0.558953362605973,0.838371888335652,48,"usa by subvariant"
"Omicron","XBB","lag2_viral_load","lag4_viral_load",0.853254987171719,0.751251422491167,0.915449729790938,48,"usa by subvariant"
"Omicron","XBB","lag3_viral_load","lag4_viral_load",0.953258332676669,0.917680141168518,0.973670941490957,48,"usa by subvariant"
"Omicron","XBB","log_lag1_viral_load","lag4_viral_load",0.734631977659522,0.569334024401266,0.842839027023325,48,"usa by subvariant"
"Omicron","XBB","log_hosp","lag4_viral_load",0.798227715713915,0.664890698604489,0.882262940902076,48,"usa by subvariant"
"Omicron","XBB","viral_load","log_lag1_viral_load",0.925496187358096,0.870190741478335,0.95777071474901,48,"usa by subvariant"
"Omicron","XBB","hosp_current","log_lag1_viral_load",0.879482498189241,0.793680254328307,0.930975285606036,48,"usa by subvariant"
"Omicron","XBB","hosp_new","log_lag1_viral_load",0.936544352328967,0.888967226576089,0.964122070092985,48,"usa by subvariant"
"Omicron","XBB","deaths","log_lag1_viral_load",0.819142274342363,0.697299691944762,0.894975627450728,48,"usa by subvariant"
"Omicron","XBB","log_viral_load","log_lag1_viral_load",0.971704385003144,0.949805902733109,0.984126860244892,48,"usa by subvariant"
"Omicron","XBB","lead1_viral_load","log_lag1_viral_load",0.839922621698381,0.730001788279265,0.907485924332981,48,"usa by subvariant"
